project,prefixes,prefixes_names,main_releases,rapid_releases,trad_releases,patches,releases,time,uncommon_prefixes
jquery/jquery-ui,1,,8,1,6,38,46,0 days 00:00:00.426994,0
mail-in-a-box/mailinabox,1,v,45,16,11,0,45,0 days 00:00:00.103729,0
ajv-validator/ajv,2, v,71,54,6,89,160,0 days 00:00:00.157075,0
SFTtech/openage,1,v,5,2,2,4,9,0 days 00:00:00.140506,0
allenai/allennlp,2, v,24,7,5,23,47,0 days 00:00:00.146888,0
baidu/amis,1,,9,5,2,37,46,0 days 00:00:00.476912,0
keeweb/keeweb,1,v,25,10,9,103,128,0 days 00:00:00.201138,0
ansible/awx,1,,36,18,3,20,56,0 days 00:00:01.719184,0
nats-io/nats-server,1,v,17,2,12,49,66,0 days 00:00:00.402613,0
stylus/stylus,1,,53,34,11,115,168,0 days 00:00:00.204408,0
beetbox/beets,1,v,6,1,4,30,36,0 days 00:00:00.600742,0
apache/pulsar,1,v,14,1,10,37,51,0 days 00:00:00.773118,0
jonas/tig,1,tig-,27,6,19,22,49,0 days 00:00:00.256812,0
tomnomnom/gron,2, v,7,2,2,27,34,0 days 00:00:00.024697,0
WickyNilliams/headroom.js,1,v,9,1,5,8,17,0 days 00:00:00.021636,0
dgraph-io/badger,1,v,14,6,7,20,34,0 days 00:00:00.090463,0
containrrr/watchtower,1,v,8,1,5,24,32,0 days 00:00:00.046035,0
ent/ent,1,v,10,3,4,21,31,0 days 00:00:00.090749,0
mobile-shell/mosh,1,mosh-,4,2,1,10,14,0 days 00:00:00.063003,0
doctrine/inflector,2, v,6,1,4,10,16,0 days 00:00:00.027603,0
SpartnerNL/Laravel-Excel,2, v,11,3,6,143,154,0 days 00:00:00.113261,0
Kotlin/kotlinx.coroutines,1,,24,11,6,38,62,0 days 00:00:00.136792,0
networkx/networkx,1,networkx-,37,7,25,10,47,0 days 00:00:00.399381,0
wbkd/react-flow,2, v,56,52,2,118,174,0 days 00:00:00.178439,0
GoogleChrome/workbox,1,v,24,10,7,38,62,0 days 00:00:00.091276,0
summernote/summernote,1,v,8,2,2,52,60,0 days 00:00:00.265835,0
javve/list.js,2, v,11,4,5,10,21,0 days 00:00:00.042726,0
lokesh/color-thief,2, v,5,1,2,6,11,0 days 00:00:00.017147,0
ionic-team/stencil,1,v,53,40,2,189,242,0 days 00:00:00.350735,0
browserslist/browserslist,1,,49,24,11,119,168,0 days 00:00:00.102941,0
Rapptz/discord.py,1,v,24,15,6,41,65,0 days 00:00:00.243270,0
jxnblk/mdx-deck,1,v,21,16,2,91,112,0 days 00:00:00.226812,0
fengyuanchen/cropperjs,1,v,14,6,4,40,54,0 days 00:00:00.042514,0
casesandberg/react-color,2, v,14,8,5,23,37,0 days 00:00:00.040494,0
swaywm/sway,1,,22,7,8,7,29,0 days 00:00:00.326694,0
downshift-js/downshift,1,v,49,38,4,179,228,0 days 00:00:00.105647,0
lingochamp/FileDownloader,1,v,11,4,4,56,67,0 days 00:00:00.050344,0
polybar/polybar,1,,20,12,7,84,104,0 days 00:00:00.111892,0
tymondesigns/jwt-auth,1,,6,3,2,29,35,0 days 00:00:00.074839,0
App-vNext/Polly,2, v,7,3,2,4,11,0 days 00:00:00.047256,0
dotnet/AspNetCore.Docs,1,,40,33,1,0,40,0 days 00:00:00.600726,0
mholt/PapaParse,1,,19,5,7,55,74,0 days 00:00:00.040072,0
star7th/showdoc,2, v,18,6,6,124,142,0 days 00:00:00.092431,0
go-playground/validator,1,v,94,69,10,59,153,0 days 00:00:00.086729,0
VSCodeVim/Vim,2, v,38,19,6,187,225,0 days 00:00:00.449993,0
avwo/whistle,1,v,31,12,10,342,373,0 days 00:00:00.682811,0
spatie/laravel-permission,1,,87,61,11,71,158,0 days 00:00:00.104249,0
rqlite/rqlite,1,v,56,37,8,39,95,0 days 00:00:00.155932,0
abseil/abseil-cpp,1,,17,5,9,0,17,0 days 00:00:00.059936,0
restify/node-restify,2, v,44,27,13,96,140,0 days 00:00:00.114758,0
PatrickJS/angular-starter,2, v,6,4,1,5,11,0 days 00:00:00.068939,0
GoogleContainerTools/kaniko,1,v,33,19,4,4,37,0 days 00:00:00.210420,0
akiran/react-slick,2, v,13,3,8,27,40,0 days 00:00:00.066804,0
thanos-io/thanos,1,v,26,7,2,17,43,0 days 00:00:00.453355,0
dbcli/pgcli,2, v,39,16,10,47,86,0 days 00:00:00.191536,0
milvus-io/milvus,1,v,9,3,3,15,24,0 days 00:00:00.991843,0
peers/peerjs,2, v,6,1,4,30,36,0 days 00:00:00.053640,0
netbox-community/netbox,2, v,24,6,13,173,197,0 days 00:00:00.603193,0
dbcli/mycli,1,v,26,8,10,20,46,0 days 00:00:00.089970,0
luin/ioredis,2, v,54,33,11,132,186,0 days 00:00:00.105469,0
dangrossman/daterangepicker,2, v,5,1,3,58,63,0 days 00:00:00.053443,0
golangci/golangci-lint,1,v,47,31,1,63,110,0 days 00:00:00.126737,0
styleguidist/react-styleguidist,2, v,47,30,7,215,262,0 days 00:00:00.208550,0
TypeStrong/ts-node,1,v,52,29,9,83,135,0 days 00:00:00.075191,0
jina-ai/clip-as-service,1,v,15,11,2,92,107,0 days 00:00:00.213963,0
tidwall/gjson,1,v,15,5,6,42,57,0 days 00:00:00.029746,0
redis/redis-py,2, v,15,2,9,49,64,0 days 00:00:00.098190,0
imakewebthings/waypoints,2, v,6,1,4,17,23,0 days 00:00:00.020577,0
okonet/lint-staged,2, v,44,23,7,145,189,0 days 00:00:00.102568,0
aspnetboilerplate/aspnetboilerplate,3, v. v,91,57,7,125,216,0 days 00:00:00.489781,0
git-lfs/git-lfs,2, v,29,3,19,60,89,0 days 00:00:00.421673,0
reactstrap/reactstrap,2, v,61,45,7,54,115,0 days 00:00:00.085096,0
PrismJS/prism,2, v,29,8,11,11,40,0 days 00:00:00.263321,0
ant-design/ant-design-mobile,2, v,28,19,4,107,135,0 days 00:00:00.436426,0
shipshapecode/shepherd,1,v,46,28,9,73,119,0 days 00:00:00.154267,0
snabbdom/snabbdom,1,v,14,3,6,33,47,0 days 00:00:00.057899,0
spencermountain/compromise,2, v,70,45,12,148,218,0 days 00:00:00.473114,0
lucidrains/vit-pytorch,1,,32,27,1,105,137,0 days 00:00:00.051090,0
debug-js/debug,1,,22,7,8,47,69,0 days 00:00:00.060536,0
plouc/nivo,1,v,67,56,7,45,112,0 days 00:00:00.143417,0
pagekit/vue-resource,1,,12,5,4,41,53,0 days 00:00:00.036686,0
AppIntro/AppIntro,2, v,10,1,8,8,18,0 days 00:00:00.051236,0
jantimon/html-webpack-plugin,2, v,47,34,10,36,83,0 days 00:00:00.059164,0
react-static/react-static,1,v,28,20,5,162,190,0 days 00:00:00.257473,0
mailhog/MailHog,2, v,10,7,2,16,26,0 days 00:00:00.024162,0
vercel/micro,2, v,21,13,5,34,55,0 days 00:00:00.056611,0
cyclejs/cyclejs,1,v,32,27,1,50,82,0 days 00:00:00.067182,0
HandBrake/HandBrake,1,,8,1,6,35,43,0 days 00:00:00.929795,0
SpacehuhnTech/esp8266_deauther,3, v. v,10,5,3,3,13,0 days 00:00:00.053685,0
serbanghita/Mobile-Detect,1,,6,2,3,64,70,0 days 00:00:00.078711,0
samuelcolvin/pydantic,2,V v,42,30,6,37,79,0 days 00:00:00.107529,0
clauderic/react-sortable-hoc,1,v,20,14,3,52,72,0 days 00:00:00.058761,0
h2o/h2o,1,v,12,3,2,32,44,0 days 00:00:00.191792,0
tinygo-org/tinygo,1,v,23,9,3,4,27,0 days 00:00:00.125380,0
apple/darwin-xnu,1,xnu-,19,16,2,104,123,0 days 00:00:00.047184,0
haltu/muuri,1,,9,1,5,14,23,0 days 00:00:00.035786,0
FredrikNoren/ungit,2, v,16,9,6,126,142,0 days 00:00:00.219605,0
atomiks/tippyjs,2, v,27,20,5,65,92,0 days 00:00:00.081160,0
nhn/tui.calendar,1,v,21,13,3,42,63,0 days 00:00:00.106355,0
jacomyal/sigma.js,1,v,7,1,3,8,15,0 days 00:00:00.075220,0
typesense/typesense,2, v,16,5,5,8,24,0 days 00:00:00.083394,0
dask/dask,1,,97,59,9,141,238,0 days 00:00:00.771040,0
qrohlf/trianglify,1,v,12,1,8,8,20,0 days 00:00:00.026605,0
bitwarden/server,2, v,49,31,4,58,107,0 days 00:00:00.168017,0
spotify/annoy,3, v. v,9,1,4,15,24,0 days 00:00:00.043026,0
kubernetes-sigs/kind,2, v,14,2,6,10,24,0 days 00:00:00.189974,0
Ciphey/Ciphey,2, v,18,15,1,8,26,0 days 00:00:00.097486,0
zricethezav/gitleaks,1,v,60,47,5,62,122,0 days 00:00:00.085277,0
visgl/deck.gl,2, v,32,8,11,250,282,0 days 00:00:00.533836,0
w7corp/easywechat,1,,47,25,16,241,288,0 days 00:00:00.477161,0
squidfunk/mkdocs-material,1,,52,34,6,192,244,0 days 00:00:00.257410,0
frida/frida,1,,54,30,10,579,633,0 days 00:00:00.643944,0
python-pillow/Pillow,1,,39,1,35,35,74,0 days 00:00:00.720629,0
NaturalNode/natural,2, v,6,2,3,44,50,0 days 00:00:00.071353,0
socketio/socket.io-client,1,,28,2,16,97,125,0 days 00:00:00.106085,0
coryhouse/react-slingshot,2, v,8,3,2,7,15,0 days 00:00:00.033587,0
vega/vega,1,v,45,20,15,73,118,0 days 00:00:00.429079,0
immerjs/immer,2, v,35,23,5,94,129,0 days 00:00:00.104091,0
dromara/hutool,1,,11,1,6,102,113,0 days 00:00:00.337828,0
tj/commander.js,2, v,50,19,18,38,88,0 days 00:00:00.103390,0
jesseduffield/lazydocker,1,v,18,11,5,27,45,0 days 00:00:00.053910,0
dmlc/xgboost,2, v,21,1,14,12,33,0 days 00:00:00.324093,0
alibaba/nacos,2, v,16,9,6,15,31,0 days 00:00:00.234709,0
doczjs/docz,1,v,19,13,5,66,85,0 days 00:00:00.104853,0
angular/components,1,,31,13,7,128,159,0 days 00:00:00.728563,0
labstack/echo,2, v,20,3,10,75,95,0 days 00:00:00.108042,0
halo-dev/halo,1,v,10,2,5,42,52,0 days 00:00:00.222309,0
vuejs/devtools,1,v,10,4,4,36,46,0 days 00:00:00.256460,0
react-native-elements/react-native-elements,2, v,30,18,5,52,82,0 days 00:00:00.144649,0
rook/rook,1,v,19,1,16,103,122,0 days 00:00:05.218523,0
lovell/sharp,1,v,30,4,16,88,118,0 days 00:00:00.143080,0
files-community/Files,1,v,23,18,4,38,61,0 days 00:00:00.199422,0
pure-css/pure,1,v,9,1,7,14,23,0 days 00:00:00.063671,0
appwrite/appwrite,1,,13,1,3,30,43,0 days 00:00:00.539215,0
seata/seata,3, V v,15,6,3,18,33,0 days 00:00:00.185680,0
redux-saga/redux-saga,2, v,18,9,5,40,58,0 days 00:00:00.093961,0
reduxjs/react-redux,1,v,26,17,6,59,85,0 days 00:00:00.090538,0
signalapp/Signal-Android,3, v. v,180,163,8,860,1040,0 days 00:00:01.714113,0
sampotts/plyr,1,v,16,6,7,195,211,0 days 00:00:00.192774,0
t4t5/sweetalert,2, v,9,2,3,23,32,0 days 00:00:00.034684,0
ovity/octotree,1,v,5,1,3,26,31,0 days 00:00:00.049731,0
ramda/ramda,2, v,28,13,9,26,54,0 days 00:00:00.217767,0
swagger-api/swagger-ui,3, v/ v,69,51,10,189,258,0 days 00:00:00.378127,0
dimsemenov/PhotoSwipe,1,v,5,1,2,43,48,0 days 00:00:00.044159,0
guzzle/guzzle,2, v,37,16,14,96,133,0 days 00:00:00.222790,0
github/hub,1,v,29,14,10,59,88,0 days 00:00:00.193060,0
fabricjs/fabric.js,2, v,34,10,14,69,103,0 days 00:00:00.290438,0
inconshreveable/ngrok,1,,20,18,1,1,21,0 days 00:00:00.028746,0
helm/helm,2, v,32,8,12,68,100,0 days 00:00:00.545898,0
facebook/draft-js,2, v,11,7,3,16,27,0 days 00:00:00.072965,0
feathericons/feather,1,v,39,28,3,12,51,0 days 00:00:00.040640,0
emberjs/ember.js,1,v,68,20,4,184,252,0 days 00:00:01.651159,0
httpie/httpie,1,,19,2,12,28,47,0 days 00:00:00.083532,0
ehang-io/nps,3,V v. v,19,14,1,44,63,0 days 00:00:00.043481,0
openfaas/faas,2, v,18,9,7,110,128,0 days 00:00:00.278028,0
mochajs/mocha,2, v,65,28,15,110,175,0 days 00:00:00.359907,0
usablica/intro.js,2, v,29,5,13,12,41,0 days 00:00:00.076516,0
bevacqua/dragula,2, v,18,14,1,49,67,0 days 00:00:00.044208,0
rollup/rollup,1,v,169,157,3,411,580,0 days 00:00:00.778498,0
vercel/pkg,1,,15,7,5,42,57,0 days 00:00:00.069415,0
bilibili/flv.js,1,v,7,1,4,8,15,0 days 00:00:00.034131,0
conwnet/github1s,1,v,7,4,1,19,26,0 days 00:00:00.030664,0
paularmstrong/normalizr,2, v,16,7,5,18,34,0 days 00:00:00.042079,0
chenglou/react-motion,1,v,5,1,2,19,24,0 days 00:00:00.041704,0
qishibo/AnotherRedisDesktopManager,2, v,6,1,3,34,40,0 days 00:00:00.038277,0
docsifyjs/docsify,1,v,44,35,6,147,191,0 days 00:00:00.182259,0
jlmakes/scrollreveal,1,v,10,3,5,36,46,0 days 00:00:00.062756,0
StevenBlack/hosts,2, v,24,10,7,405,429,0 days 00:00:00.419691,0
react-bootstrap/react-bootstrap,2, v,44,24,10,108,152,0 days 00:00:00.413419,0
slidevjs/slidev,1,v,31,27,1,143,174,0 days 00:00:00.113956,0
sirupsen/logrus,2, v,20,6,8,35,55,0 days 00:00:00.067453,0
eslint/eslint,1,v,164,153,3,103,267,0 days 00:00:00.617283,0
yeasy/docker_practice,1,v,13,1,9,0,13,0 days 00:00:00.062487,0
nicolargo/glances,1,v,22,2,15,70,92,0 days 00:00:00.298967,0
localForage/localForage,1,,19,10,7,43,62,0 days 00:00:00.065420,0
michalsnik/aos,2, v,11,4,4,24,35,0 days 00:00:00.024695,0
vuejs/vuepress,1,v,24,14,5,50,74,0 days 00:00:00.132885,0
postcss/autoprefixer,1,,53,27,14,133,186,0 days 00:00:00.264151,0
uglide/RedisDesktopManager,1,,33,19,4,38,71,0 days 00:00:00.134801,0
microsoft/cascadia-code,1,v,18,8,3,0,18,0 days 00:00:00.024501,0
homebridge/homebridge,2, v,6,1,4,51,57,0 days 00:00:00.088572,0
petkaantonov/bluebird,1,v,24,11,7,115,139,0 days 00:00:00.185259,0
necolas/react-native-web,1,,17,6,7,242,259,0 days 00:00:00.269218,0
python-poetry/poetry,1,,14,10,3,63,77,0 days 00:00:00.251948,0
DrKLO/Telegram,1,release-,47,40,1,37,84,0 days 00:00:00.624599,0
avajs/ava,1,v,54,37,4,23,77,0 days 00:00:00.101379,0
open-mmlab/mmdetection,1,v,29,26,1,6,35,0 days 00:00:00.111046,0
Seldaek/monolog,1,,36,9,21,26,62,0 days 00:00:00.162424,0
ShareX/ShareX,1,v,50,24,11,22,72,0 days 00:00:00.332069,0
validatorjs/validator.js,2, v,107,79,8,43,150,0 days 00:00:00.147050,0
mozilla/DeepSpeech,1,v,9,1,6,13,22,0 days 00:00:00.205011,0
electron-react-boilerplate/electron-react-boilerplate,1,v,32,13,10,31,63,0 days 00:00:00.346892,0
marmelab/react-admin,1,v,46,32,4,168,214,0 days 00:00:00.887898,0
schollz/croc,1,v,31,15,6,106,137,0 days 00:00:00.150504,0
youzan/vant,1,v,33,13,6,377,410,0 days 00:00:00.763760,0
zyedidia/micro,1,v,6,1,3,22,28,0 days 00:00:00.231284,0
js-cookie/js-cookie,1,v,10,1,7,13,23,0 days 00:00:00.044494,0
parse-community/parse-server,1,,34,15,12,111,145,0 days 00:00:00.370829,0
spf13/viper,1,v,13,2,8,13,26,0 days 00:00:00.037742,0
apache/skywalking,1,v,20,4,6,11,31,0 days 00:00:00.329694,0
streamlit/streamlit,2, v,83,79,1,46,129,0 days 00:00:00.427209,0
celery/celery,2, v,22,3,17,143,165,0 days 00:00:00.742633,0
benweet/stackedit,1,v,23,17,4,104,127,0 days 00:00:00.212086,0
TeamNewPipe/NewPipe,2, v,17,3,10,100,117,0 days 00:00:00.643921,0
google/ExoPlayer,1,r,20,1,14,84,104,0 days 00:00:00.957859,0
felixrieseberg/windows95,1,v,11,4,5,3,14,0 days 00:00:00.023296,0
afollestad/material-dialogs,3, v. v,20,12,3,98,118,0 days 00:00:00.137287,0
alibaba/Sentinel,2, v,8,2,3,16,24,0 days 00:00:00.054540,0
segmentio/nightmare,1,,21,9,4,67,88,0 days 00:00:00.088463,0
codex-team/editor.js,2, v,11,3,5,16,27,0 days 00:00:00.062345,0
taichi-dev/taichi,2, v,7,1,3,96,103,0 days 00:00:00.533183,0
jhipster/generator-jhipster,1,v,110,89,5,114,224,0 days 00:00:02.275418,0
eligrey/FileSaver.js,2, v,3,1,1,12,15,0 days 00:00:00.026486,0
locustio/locust,2, v,27,9,10,56,83,0 days 00:00:00.165385,0
osquery/osquery,2, v,39,13,12,80,119,0 days 00:00:00.465374,0
winstonjs/winston,2, v,24,6,13,62,86,0 days 00:00:00.101183,0
telegramdesktop/tdesktop,1,v,34,11,15,542,576,0 days 00:00:01.042154,0
vuejs/vue-router,1,v,19,9,5,59,78,0 days 00:00:00.117496,0
Popmotion/popmotion,2, v,21,14,5,131,152,0 days 00:00:00.187449,0
graphql/graphql-js,2, v,34,12,13,88,122,0 days 00:00:00.317644,0
python-telegram-bot/python-telegram-bot,3, V v,49,27,8,39,88,0 days 00:00:00.136849,0
zhongyang219/TrafficMonitor,1,V,18,8,6,4,22,0 days 00:00:00.046719,0
sideway/joi,2, v,92,63,11,135,227,0 days 00:00:00.173291,0
reduxjs/reselect,1,v,11,6,4,14,25,0 days 00:00:00.042105,0
jumpserver/jumpserver,2, v,31,24,5,103,134,0 days 00:00:00.481267,0
chalk/chalk,1,v,16,3,8,16,32,0 days 00:00:00.027808,0
bazelbuild/bazel,1,,47,30,8,56,103,0 days 00:00:01.840973,0
PyTorchLightning/pytorch-lightning,1,,16,3,4,98,114,0 days 00:00:00.477561,0
vadimdemedes/ink,1,v,16,6,6,23,39,0 days 00:00:00.042392,0
solidjs/solid,1,v,27,16,2,137,164,0 days 00:00:00.309305,0
pbatard/rufus,1,v,42,11,15,28,70,0 days 00:00:00.098501,0
urfave/cli,1,v,33,20,8,34,67,0 days 00:00:00.124476,0
vnpy/vnpy,2, v,22,6,7,28,50,0 days 00:00:00.882554,0
mingrammer/diagrams,1,v,20,14,3,16,36,0 days 00:00:00.265810,0
mpv-player/mpv,1,v,34,10,8,46,80,0 days 00:00:02.864580,0
recharts/recharts,1,v,26,13,6,93,119,0 days 00:00:00.120484,0
OpenZeppelin/openzeppelin-contracts,1,v,30,10,5,22,52,0 days 00:00:00.165517,0
Baseflow/PhotoView,2, v,8,2,4,12,20,0 days 00:00:00.031443,0
appsmithorg/appsmith,3, v. v,13,7,3,129,142,0 days 00:00:00.769017,0
websockets/ws,2, v,40,13,11,114,154,0 days 00:00:00.128150,0
wenyan-lang/wenyan,1,v,3,1,1,12,15,0 days 00:00:00.051960,0
lensapp/lens,1,v,19,6,6,56,75,0 days 00:00:00.218484,0
dapr/dapr,1,v,19,9,1,23,42,0 days 00:00:00.176096,0
iawia002/lux,2, v,15,7,5,59,74,0 days 00:00:00.061395,0
dgraph-io/dgraph,1,v,13,1,9,60,73,0 days 00:00:00.440808,0
philc/vimium,2, v,11,2,5,17,28,0 days 00:00:00.209207,0
eggjs/egg,1,,70,51,10,43,113,0 days 00:00:00.231363,0
go-kratos/kratos,1,v,11,2,7,21,32,0 days 00:00:00.086268,0
valyala/fasthttp,1,v,43,27,4,3,46,0 days 00:00:00.085470,0
wekan/wekan,2, v,610,607,2,27,637,0 days 00:00:01.062415,0
svg/svgo,2, v,20,8,11,66,86,0 days 00:00:00.074669,0
quii/learn-go-with-tests,2, v,22,13,5,27,49,0 days 00:00:00.185799,0
magenta/magenta,2, v,7,1,3,42,49,0 days 00:00:00.070284,0
react-dnd/react-dnd,2, v,45,25,10,100,145,0 days 00:00:00.197661,0
aseprite/aseprite,2, v,9,1,7,84,93,0 days 00:00:00.461567,0
arendst/Tasmota,1,v,35,14,7,58,93,0 days 00:00:00.984525,0
typicode/lowdb,1,v,21,8,9,36,57,0 days 00:00:00.042021,0
NickeManarin/ScreenToGif,1,,37,16,7,43,80,0 days 00:00:00.093057,0
pubkey/rxdb,1,,58,43,2,55,113,0 days 00:00:00.446570,0
flameshot-org/flameshot,1,v,11,3,6,30,41,0 days 00:00:00.098564,0
freqtrade/freqtrade,1,,44,35,3,14,58,0 days 00:00:00.873774,0
Redocly/redoc,1,v,39,33,1,56,95,0 days 00:00:00.096176,0
SortableJS/Vue.Draggable,2,v. v,24,13,6,25,49,0 days 00:00:00.037744,0
jsdom/jsdom,2, v,98,67,9,144,242,0 days 00:00:00.345571,0
facebook/flux,1,,4,1,2,9,13,0 days 00:00:00.030225,0
nosir/cleave.js,1,v,9,2,5,57,66,0 days 00:00:00.040237,0
TanStack/table,1,v,36,24,6,86,122,0 days 00:00:00.125156,0
mybatis/mybatis-3,1,mybatis-,5,1,3,32,37,0 days 00:00:00.242178,0
mysqljs/mysql,1,v,28,10,9,26,54,0 days 00:00:00.094881,0
alibaba/ice,3, V v,23,17,1,57,80,0 days 00:00:00.120296,0
jquense/yup,1,v,27,12,8,67,94,0 days 00:00:00.062602,0
pmndrs/zustand,1,v,13,4,6,56,69,0 days 00:00:00.049559,0
BabylonJS/Babylon.js,2, v,36,16,14,36,72,0 days 00:00:02.114615,0
linlinjava/litemall,1,v,19,10,2,3,22,0 days 00:00:00.053520,0
Molunerfinn/PicGo,1,v,11,4,5,21,32,0 days 00:00:00.028295,0
facebookresearch/fairseq,1,v,8,1,4,6,14,0 days 00:00:00.080857,0
ai/nanoid,1,,12,5,4,73,85,0 days 00:00:00.060233,0
oldj/SwitchHosts,1,v,9,2,5,36,45,0 days 00:00:00.095323,0
badges/shields,1,,8,3,4,3,11,0 days 00:00:00.380030,0
cookiecutter/cookiecutter,1,,14,3,7,15,29,0 days 00:00:00.259329,0
eclipse-theia/theia,2, v,43,36,2,33,76,0 days 00:00:00.481071,0
restic/restic,1,v,13,2,7,18,31,0 days 00:00:00.344327,0
nostra13/Android-Universal-Image-Loader,1,v,3,1,1,12,15,0 days 00:00:00.058358,0
remix-run/remix,1,v,27,22,1,61,88,0 days 00:00:00.278113,0
facebook/fresco,1,v,35,14,13,12,47,0 days 00:00:00.172915,0
less/less.js,1,v,26,8,13,42,68,0 days 00:00:00.154329,0
brettwooldridge/HikariCP,1,HikariCP-,17,2,10,82,99,0 days 00:00:00.248000,0
defunkt/jquery-pjax,2, v,12,6,3,15,27,0 days 00:00:00.036328,0
zloirock/core-js,2, v,41,26,7,156,197,0 days 00:00:00.221033,0
fingerprintjs/fingerprintjs,2, v,23,11,7,50,73,0 days 00:00:00.059527,0
gorilla/mux,1,v,8,1,5,6,14,0 days 00:00:00.024435,0
monicahq/monica,1,v,47,32,4,39,86,0 days 00:00:00.316190,0
framework7io/framework7,1,v,43,19,11,172,215,0 days 00:00:00.517905,0
handlebars-lang/handlebars.js,2, v,14,5,6,56,70,0 days 00:00:00.093474,0
handsontable/handsontable,2, v,62,27,14,117,179,0 days 00:00:00.443566,0
plotly/dash,1,v,42,29,3,33,75,0 days 00:00:00.269281,0
elastic/kibana,1,v,55,17,12,190,245,0 days 00:00:06.691270,0
grafana/k6,1,v,36,12,6,36,72,0 days 00:00:00.345781,0
dropzone/dropzone,1,v,32,15,12,83,115,0 days 00:00:00.091775,0
testing-library/react-testing-library,1,v,57,43,2,110,167,0 days 00:00:00.077918,0
derailed/k9s,2, v,25,17,2,155,180,0 days 00:00:00.108114,0
responsively-org/responsively-app,1,v,18,14,3,10,28,0 days 00:00:00.065516,0
twitter/typeahead.js,1,v,4,1,2,11,15,0 days 00:00:00.040886,0
GoogleChromeLabs/squoosh,1,v,10,4,5,17,27,0 days 00:00:00.071188,0
gchq/CyberChef,1,v,119,106,4,273,392,0 days 00:00:00.407561,0
jamiebuilds/react-loadable,1,v,13,8,3,16,29,0 days 00:00:00.022002,0
Tencent/tinker,1,v,7,3,2,46,53,0 days 00:00:00.048791,0
nginx/nginx,1,release-,32,10,20,516,548,0 days 00:00:00.969373,0
nfl/react-helmet,1,,15,5,4,18,33,0 days 00:00:00.028498,0
bokeh/bokeh,1,,23,1,14,50,73,0 days 00:00:01.213234,0
joewalnes/websocketd,1,v,11,3,2,15,26,0 days 00:00:00.024238,0
radareorg/radare2,2, release-,42,22,6,43,85,0 days 00:00:01.271816,0
hubotio/hubot,1,v,26,7,12,68,94,0 days 00:00:00.108311,0
aFarkas/lazysizes,1,,21,10,7,45,66,0 days 00:00:00.052829,0
sanic-org/sanic,2, v,21,2,13,49,70,0 days 00:00:00.289212,0
zadam/trilium,2, v,14,11,1,134,148,0 days 00:00:00.462995,0
matomo-org/matomo,1,,64,20,21,130,194,0 days 00:00:02.155287,0
matryer/xbar,2, v,9,5,2,5,14,0 days 00:00:00.042538,0
ionic-team/ionicons,2, v,21,9,10,51,72,0 days 00:00:00.045999,0
nondanee/UnblockNeteaseMusic,1,v,23,17,1,34,57,0 days 00:00:00.033755,0
v2fly/v2ray-core,1,v,185,168,4,217,402,0 days 00:00:00.673948,0
notepad-plus-plus/notepad-plus-plus,2, v,42,8,11,159,201,0 days 00:00:00.405470,0
grafana/loki,1,v,17,4,4,8,25,0 days 00:00:00.332566,0
visionmedia/superagent,2, v,50,23,13,84,134,0 days 00:00:00.111454,0
trojan-gfw/trojan,1,v,24,15,4,19,43,0 days 00:00:00.044380,0
cocos2d/cocos2d-x,1,cocos2d-x-,20,2,8,17,37,0 days 00:00:01.902804,0
youzan/vant-weapp,1,v,16,7,4,91,107,0 days 00:00:00.145936,0
filebrowser/filebrowser,1,v,34,23,6,62,96,0 days 00:00:00.119954,0
uber-go/zap,1,v,22,11,8,6,28,0 days 00:00:00.040146,0
EastWorld/wechat-app-mall,2, v,14,6,4,8,22,0 days 00:00:00.032026,0
knex/knex,2, v,25,2,17,146,171,0 days 00:00:00.288264,0
jaegertracing/jaeger,1,v,40,24,3,13,53,0 days 00:00:00.097526,0
briannesbitt/Carbon,1,,99,80,7,79,178,0 days 00:00:00.313086,0
react-grid-layout/react-grid-layout,2, v,22,9,8,86,108,0 days 00:00:00.066194,0
qbittorrent/qBittorrent,1,release-,24,5,16,145,169,0 days 00:00:01.004083,0
wagerfield/parallax,1,v,6,2,2,5,11,0 days 00:00:00.016880,0
oblador/react-native-vector-icons,1,v,37,14,10,42,79,0 days 00:00:00.048692,0
simdjson/simdjson,1,v,12,1,5,26,38,0 days 00:00:00.117835,0
spotify/luigi,2, v,13,4,7,46,59,0 days 00:00:00.206675,0
buger/goreplay,2, v,18,5,10,23,41,0 days 00:00:00.069869,0
semantic-release/semantic-release,2, v,62,48,9,206,268,0 days 00:00:00.151615,0
ustbhuangyi/better-scroll,3, v. v,17,6,4,41,58,0 days 00:00:00.092092,0
outline/outline,2, v,64,54,1,39,103,0 days 00:00:00.264801,0
nikic/PHP-Parser,1,v,24,7,12,41,65,0 days 00:00:00.100278,0
motdotla/dotenv,1,v,33,17,11,26,59,0 days 00:00:00.036156,0
infernojs/inferno,2, v,38,29,6,160,198,0 days 00:00:00.410881,0
jasmine/jasmine,1,v,28,5,17,29,57,0 days 00:00:00.137040,0
JedWatson/classnames,1,v,4,1,2,16,20,0 days 00:00:00.025628,0
jhao104/proxy_pool,1,,10,1,6,2,12,0 days 00:00:00.039929,0
janl/mustache.js,2, v,20,6,12,23,43,0 days 00:00:00.053795,0
wulkano/Kap,1,v,13,2,5,14,27,0 days 00:00:00.052918,0
teambit/bit,1,v,18,7,5,121,139,0 days 00:00:00.265715,0
auth0/node-jsonwebtoken,1,v,29,13,9,42,71,0 days 00:00:00.042849,0
